ConceptA,ConceptB,ChapterDist,PageDist,LineDist,WordDist,Total,LineCount,WordCount,Complexity,Prereq,Avg_ChapterDist,Avg_PageDist,Avg_LineDist,Avg_WordDist,pred,bin_id,match
Complex number,Natural number,13621,3183856,0,100,77265,642,85,-824,0,0.17628939364524687,41.2069630492461,0.0,1.1764705882352942,0,16,1
Complex number,Quadratic equation,14810,899865,0,-378,3400,42,3,45,0,4.355882352941176,264.66617647058825,0.0,-126.0,0,33,1
Complex number,Commutative property,-796,3149,0,0,510,1,1,79,0,-1.5607843137254902,6.174509803921569,0.0,0.0,0,34,1
Complex number,Real number,30523,2090648,0,-172,12920,65,5,-67,0,2.3624613003095973,161.81486068111454,0.0,-34.4,0,31,1
Complex number,Nth root,1603,191948,0,-131,2295,77,7,58,0,0.6984749455337691,83.63747276688453,0.0,-18.714285714285715,0,34,1
Complex number,Rational function,349874,15489614,0,86,152660,45,5,-1711,0,2.2918511725402855,101.46478448840561,0.0,17.2,0,0,1
Complex number,Equation solving,-120563,-2405748,0,-320,141780,193,8,-1583,0,-0.8503526590492312,-16.968176047397375,0.0,-40.0,0,1,1
Complex number,Imaginary number,2792,115237,0,0,680,40,1,77,1,4.105882352941176,169.46617647058824,0.0,0.0,1,34,1
Complex number,Negative number,13621,3183856,0,100,77265,642,85,-824,0,0.17628939364524687,41.2069630492461,0.0,1.1764705882352942,0,16,1
Complex number,Equation,14810,899865,0,-378,3400,42,3,45,0,4.355882352941176,264.66617647058825,0.0,-126.0,0,33,1
Complex number,Cartesian coordinate system,-9031,-383531,0,0,2210,1,1,59,0,-4.0864253393665155,-173.54343891402715,0.0,0.0,0,34,1
Number,Complex number,-30523,-2090648,0,172,12920,65,5,67,1,-2.3624613003095973,-161.81486068111454,0.0,34.4,1,34,1
Complex number,Complex conjugate,5687,229852,0,-271,1530,57,6,67,0,3.7169934640522877,150.23006535947712,0.0,-45.166666666666664,0,34,1
Complex number,Zero (complex analysis),66299,3214149,0,571,27285,53,5,-236,0,2.4298698918819865,117.79912039582187,0.0,114.2,0,28,1
Complex number,Domain of a function,1396,79081,0,0,340,1,1,81,0,4.105882352941176,232.59117647058824,0.0,0.0,0,34,1
Complex number,Subtraction,-1412,-19387,0,24,2720,8,1,53,0,-0.5191176470588236,-7.127573529411765,0.0,24.0,0,34,1
Complex number,Set (mathematics),-9838,-230128,0,-14,6630,11,2,7,0,-1.4838612368024133,-34.71010558069381,0.0,-7.0,0,33,1
Complex number,Division (mathematics),-9838,-230128,0,-14,6630,11,2,7,0,-1.4838612368024133,-34.71010558069381,0.0,-7.0,0,33,1
Complex number,Inverse trigonometric functions,349874,15489614,0,86,152660,45,5,-1711,0,2.2918511725402855,101.46478448840561,0.0,17.2,0,0,1
Complex number,Factorization,6855,325510,0,496,2125,13,1,60,0,3.2258823529411766,153.18117647058824,0.0,496.0,0,34,1
Complex number,Identity (mathematics),-9838,-230128,0,-14,6630,11,2,7,0,-1.4838612368024133,-34.71010558069381,0.0,-7.0,0,33,1
Complex number,Graph of a function,349874,15489614,0,86,152660,45,5,-1711,0,2.2918511725402855,101.46478448840561,0.0,17.2,0,0,1
Complex number,Natural logarithm,2998,105238,0,0,1020,1,1,73,0,2.93921568627451,103.17450980392157,0.0,0.0,1,34,0
Complex number,Sine,-2897,-737832,0,101,24820,13,1,-207,0,-0.11672038678485093,-29.727316680096695,0.0,101.0,0,28,1
Complex number,Inequality (mathematics),-9838,-230128,0,-14,6630,11,2,7,0,-1.4838612368024133,-34.71010558069381,0.0,-7.0,0,33,1
Complex number,Rational number,9208,617058,0,0,1870,8,1,63,0,4.924064171122994,329.9775401069519,0.0,0.0,0,34,1
Square root,Cartesian coordinate system,-11084,-552750,0,0,1664,1,1,38,0,-6.6610576923076925,-332.18149038461536,0.0,0.0,0,33,1
Square root,Degree of a polynomial,324,17306,0,0,128,1,1,62,0,2.53125,135.203125,0.0,0.0,0,34,1
Square root,Nth root,-3242,-129601,0,-34,1728,15,1,37,1,-1.8761574074074074,-75.00057870370371,0.0,-34.0,1,33,1
Square root,Natural logarithm,280,-42596,0,0,768,1,1,52,0,0.3645833333333333,-55.463541666666664,0.0,0.0,0,34,1
Square root,Algebraic expression,-18640,-880680,0,461,19968,35,4,-248,0,-0.9334935897435898,-44.10456730769231,0.0,115.25,0,28,1
Square root,Rational number,3308,241246,0,0,1408,4,1,42,0,2.3494318181818183,171.33948863636363,0.0,0.0,0,33,1
Square root,Natural number,-139526,-6831671,0,-756,58176,149,16,-845,0,-2.3983429592959298,-117.43108842134214,0.0,-47.25,0,16,1
Square root,Geometry,-5658,-281689,0,0,2240,1,1,29,0,-2.525892857142857,-125.75401785714286,0.0,0.0,0,33,1
Square root,Function (mathematics),-20260,-965194,0,0,4992,3,1,-14,0,-4.058493589743589,-193.34815705128204,0.0,0.0,0,32,1
Square root,Common logarithm,340,-30974,0,0,640,1,1,54,0,0.53125,-48.396875,0.0,0.0,0,34,1
Square root,Set (mathematics),-20260,-965194,0,0,4992,3,1,-14,0,-4.058493589743589,-193.34815705128204,0.0,0.0,0,32,1
Square root,Quadratic function,3400,92500,0,0,2304,1,1,28,0,1.4756944444444444,40.14756944444444,0.0,0.0,0,33,1
Square root,Quadratic equation,4560,271432,0,215,2560,37,5,24,0,1.78125,106.028125,0.0,43.0,0,33,1
Square (algebra),Square root,20170,909457,0,-741,17088,191,64,203,1,1.1803604868913857,53.2219686329588,0.0,-11.578125,1,37,1
Square root,Inverse trigonometric functions,-32504,-6571724,0,-1150,114944,64,11,-1732,0,-0.28278118040089084,-57.173266982182625,0.0,-104.54545454545455,0,0,1
Number,Square root,2064,-30904,0,198,9728,30,2,88,1,0.21217105263157895,-3.176809210526316,0.0,99.0,1,34,1
Square root,Real number,-2064,30904,0,-198,9728,30,2,-88,1,-0.21217105263157895,3.176809210526316,0.0,-99.0,1,31,1
Square root,Complex number,-14006,-862991,0,-887,5440,43,5,-21,0,-2.5746323529411765,-158.63805147058824,0.0,-177.4,0,32,1
Square root,Pythagorean theorem,-2128,-124104,0,0,1536,4,1,40,0,-1.3854166666666667,-80.796875,0.0,0.0,0,33,1
Square root,Domain of a function,392,18932,0,0,256,1,1,60,0,1.53125,73.953125,0.0,0.0,0,34,1
Line (geometry),Real number,328547,19305448,0,-1282,144248,183,19,797,0,2.2776537629637845,133.8351172979868,0.0,-67.47368421052632,0,48,1
Line (geometry),Complex number,-6841,-2256986,0,617,80665,50,4,864,0,-0.08480753734581294,-27.97974338312775,0.0,154.25,0,50,1
Line (geometry),Equation solving,-1480295,-71149500,0,1805,1582932,2971,267,-719,0,-0.9351601963950441,-44.947919430525126,0.0,6.760299625468165,0,18,1
Line (geometry),Displacement (vector),-1355604,-66037690,0,-1309,339742,575,22,591,0,-3.9900983687621783,-194.37599708013727,0.0,-59.5,0,44,1
Line (geometry),Cylinder (geometry),2098,-65847,0,26,9490,33,1,939,0,0.22107481559536354,-6.938566912539515,0.0,26.0,0,51,1
Line (geometry),Circle,65163,998873,0,45,74971,6,1,870,0,0.8691760814181484,13.323458403916181,0.0,45.0,0,50,1
Line (geometry),Analytic geometry,-1198,162896,0,272,33215,45,3,914,0,-0.0360680415474936,4.904290230317628,0.0,90.66666666666667,1,51,0
Line (geometry),Perpendicular,-177841,-8972350,0,-971,72124,286,24,873,1,-2.4657672896677942,-124.40172480727635,0.0,-40.458333333333336,0,50,0
Line (geometry),Secant line,-99405,-4499838,0,-165,11388,60,12,937,1,-8.728925184404636,-395.1385669125395,0.0,-13.75,1,51,1
Line (geometry),Parallel (geometry),-98694,-4969594,0,-2044,90155,433,35,854,1,-1.094714658088847,-55.1227774388553,0.0,-58.4,1,50,1
Line (geometry),Line segment,-12746,-389319,0,0,25623,57,27,922,1,-0.497443702923155,-15.19412246809507,0.0,0.0,1,51,1
Geometry,Line (geometry),1198,-162896,0,-272,33215,45,3,-914,1,0.0360680415474936,-4.904290230317628,0.0,-90.66666666666667,1,14,1
Line (geometry),Equation,162130,8984617,0,-40,37960,22,4,909,0,4.271074815595363,236.68643308746047,0.0,-10.0,0,51,1
Line (geometry),Curve,-22616,-1167373,0,0,7592,4,1,941,1,-2.9789251844046363,-153.76356691253952,0.0,0.0,1,51,1
Line (geometry),Transformation (function),3761694,125248198,0,3251,1704404,1126,78,-847,0,2.2070436351944727,73.48504110527786,0.0,41.67948717948718,0,16,1
Line (geometry),Real line,102852,6210736,0,-33,17082,70,18,931,1,6.021074815595363,363.5836553096827,0.0,-1.8333333333333333,1,51,1
Line (geometry),Slope,210342,11230018,0,-1276,164177,1253,125,776,1,1.2811904225317796,68.40189551520615,0.0,-10.208,0,48,0
Line (geometry),Vector field,-1355604,-66037690,0,-1309,339742,575,22,591,0,-3.9900983687621783,-194.37599708013727,0.0,-59.5,0,44,1
Line (geometry),Vertical line test,38120,1860886,0,-251,7592,34,8,941,1,5.021074815595363,245.11143308746048,0.0,-31.375,1,51,1
Line (geometry),Linear equation,-1480295,-71149500,0,1805,1582932,2971,267,-719,0,-0.9351601963950441,-44.947919430525126,0.0,6.760299625468165,0,18,1
Line (geometry),Cartesian coordinate system,-102921,-4972383,0,214,24674,31,3,923,0,-4.171232876712328,-201.5231822971549,0.0,71.33333333333333,0,51,1
Line (geometry),Focus (geometry),-947907,-47823714,0,223,186953,161,15,752,0,-5.070295742780271,-255.80607960289484,0.0,14.866666666666667,0,48,1
Equation,Equation solving,-347360,-18790644,0,389,66720,304,40,-1628,1,-5.206235011990407,-281.63435251798563,0.0,9.725,1,0,1
Equation solving,Nth root,69753,4530876,0,-29,45036,59,2,1641,0,1.5488276045830003,100.6056488142819,0.0,-14.5,0,63,1
Equation solving,Empty set,24728,1441548,0,-59,6672,13,1,1664,0,3.7062350119904077,216.05935251798562,0.0,-59.0,0,63,1
Equation solving,Domain of a function,33068,1665060,0,0,6672,1,1,1664,0,4.956235011990407,249.55935251798562,0.0,0.0,0,63,1
Equation solving,Real number,814564,45327936,0,-1531,253536,242,13,1516,0,3.2128139593588285,178.78303672851192,0.0,-117.76923076923077,0,63,1
Displacement (vector),Force,16936,1105246,0,821,41886,395,21,241,0,0.40433557751993504,26.387002817170416,0.0,39.095238095238095,0,37,1
Displacement (vector),Calculus,3888,536206,0,32,27566,6,1,281,0,0.14104331422767177,19.45171588188348,0.0,32.0,0,38,1
Displacement (vector),Derivative,-45382,-1950926,0,0,7518,1,1,337,0,-6.0364458632615055,-259.50066507049746,0.0,0.0,0,39,1
Geometry,Cylinder (geometry),90,-4145,0,0,350,1,1,25,1,0.2571428571428571,-11.842857142857143,0.0,0.0,1,33,1
Circle,Quadratic equation,10750,705827,0,0,3160,1,1,39,0,3.401898734177215,223.3629746835443,0.0,0.0,0,33,1
Circle,Unit circle,-20548,-644563,0,-335,22831,311,79,-210,1,-0.900004380009636,-28.231921510227323,0.0,-4.2405063291139244,1,28,1
Circle,Perpendicular,-20023,-826902,0,0,6004,3,1,3,0,-3.334943371085943,-137.72518321119253,0.0,0.0,0,33,1
Circle,Circular motion,-742,-33326,0,0,316,1,1,75,1,-2.348101265822785,-105.4620253164557,0.0,0.0,0,34,0
Circle,Geometry,-2503,-23279,0,0,2765,2,1,44,1,-0.9052441229656419,-8.419168173598553,0.0,0.0,1,33,1
Circle,Equation,10750,705827,0,0,3160,1,1,39,0,3.401898734177215,223.3629746835443,0.0,0.0,0,33,1
Curve,Circle,2432,105599,0,0,632,1,1,-71,1,3.848101265822785,167.0870253164557,0.0,0.0,1,31,1
Circle,Real line,-65163,-998873,0,-45,74971,6,1,-870,0,-0.8691760814181484,-13.323458403916181,0.0,-45.0,0,15,1
Circle,Analytic geometry,-2503,-23279,0,0,2765,2,1,44,0,-0.9052441229656419,-8.419168173598553,0.0,0.0,1,33,0
Circle,Rational number,6900,501716,0,0,1738,1,1,57,0,3.9700805523590335,288.6743383199079,0.0,0.0,0,34,1
Circle,Quadratic function,8806,447880,0,0,2844,1,1,43,0,3.0963431786216598,157.48241912798875,0.0,0.0,0,33,1
Circle,Cartesian coordinate system,-10353,-441295,0,0,2054,1,1,53,0,-5.040408958130477,-214.84664070107107,0.0,0.0,0,34,1
Circle,Cone,-1788,-65938,0,0,711,1,1,70,0,-2.5147679324894514,-92.73980309423348,0.0,0.0,0,34,1
Circle,Chord (geometry),-2503,-23279,0,0,2765,2,1,44,1,-0.9052441229656419,-8.419168173598553,0.0,0.0,1,33,1
Circle,Pythagorean theorem,446,69276,0,0,1896,1,1,55,0,0.23523206751054854,36.537974683544306,0.0,0.0,0,34,1
Circle,Circular sector,-268,-12944,0,0,316,1,1,75,1,-0.8481012658227848,-40.962025316455694,0.0,0.0,1,34,1
Analytic geometry,Cartesian coordinate system,-3763,-187849,0,-43,910,5,1,9,0,-4.135164835164836,-206.42747252747253,0.0,-43.0,1,33,0
Analytic geometry,Distance,6292,82291,0,-221,14560,41,3,-381,0,0.43214285714285716,5.651854395604396,0.0,-73.66666666666667,0,25,1
Geometry,Analytic geometry,212,11146,0,9,35,1,1,34,1,6.057142857142857,318.45714285714286,0.0,9.0,1,33,1
Perpendicular,Analytic geometry,6463,343954,0,0,2660,8,1,41,0,2.4296992481203006,129.306015037594,0.0,0.0,0,33,1
Perpendicular,Cone,561,30770,0,0,684,1,1,67,0,0.8201754385964912,44.985380116959064,0.0,0.0,0,34,1
Perpendicular,Parallel (geometry),9899,500194,0,513,7220,108,11,-19,0,1.3710526315789473,69.27894736842106,0.0,46.63636363636363,0,32,1
Perpendicular,Geometry,6463,343954,0,0,2660,8,1,41,0,2.4296992481203006,129.306015037594,0.0,0.0,0,33,1
Perpendicular,Equation,20480,1097708,0,0,3040,1,1,36,0,6.7368421052631575,361.08815789473687,0.0,0.0,0,33,1
Perpendicular,Pythagorean theorem,6512,317856,0,-62,1824,3,1,52,0,3.5701754385964914,174.26315789473685,0.0,-62.0,0,34,1
Perpendicular,Slope,49265,2534982,0,503,13148,97,9,-97,0,3.746957712199574,192.80362032248252,0.0,55.888888888888886,0,31,1
Perpendicular,Cartesian coordinate system,-3370,-152392,0,173,1976,4,2,50,1,-1.7054655870445343,-77.12145748987854,0.0,86.5,1,33,1
Perpendicular,Focus (geometry),-38995,-1967386,0,59,14972,28,3,-121,0,-2.6045284531124766,-131.40435479561847,0.0,19.666666666666668,0,30,1
Angle,Perpendicular,-904,-22276,0,0,608,1,1,-68,1,-1.486842105263158,-36.63815789473684,0.0,0.0,1,31,1
Secant line,Circle,65163,998873,0,45,74971,6,1,870,0,0.8691760814181484,13.323458403916181,0.0,45.0,0,50,1
Secant line,Derivative,-199819,-9045308,0,244,19929,96,13,928,0,-10.026544232023683,-453.87666215063473,0.0,18.76923076923077,0,51,1
Secant line,Geometry,-1198,162896,0,272,33215,45,3,914,0,-0.0360680415474936,4.904290230317628,0.0,90.66666666666667,1,51,0
Curve,Secant line,22616,1167373,0,0,7592,4,1,-941,1,2.9789251844046363,153.76356691253952,0.0,0.0,1,14,1
Secant line,Interval (mathematics),-116116,-4640428,0,312,74022,46,2,871,0,-1.5686687741482261,-62.68984896382157,0.0,156.0,0,50,1
Secant line,Slope,210342,11230018,0,-1276,164177,1253,125,776,0,1.2811904225317796,68.40189551520615,0.0,-10.208,0,48,1
Secant line,Asymptote,-190985,-15922953,0,390,168922,186,28,771,0,-1.1306105776630635,-94.26216241815749,0.0,13.928571428571429,0,48,1
Secant line,Calculus,-281262,-12782242,0,325,73073,85,9,872,0,-3.8490550545345066,-174.9242811982538,0.0,36.111111111111114,0,50,1
Line (geometry),Secant line,-99405,-4499838,0,-165,11388,60,12,937,1,-8.728925184404636,-395.1385669125395,0.0,-13.75,1,51,1
Parallel (geometry),Slope,39048,2030128,0,392,16435,109,11,-78,0,2.3759050806206266,123.52467295406146,0.0,35.63636363636363,0,31,1
Parallel (geometry),Geometry,3520,199590,0,65,3325,17,2,60,0,1.0586466165413533,60.02706766917293,0.0,32.5,0,34,1
Line segment,Cylinder (geometry),2098,-65847,0,26,9490,33,1,939,0,0.22107481559536354,-6.938566912539515,0.0,26.0,0,51,1
Line segment,Radius,93106,1417312,0,-617,185055,192,6,754,1,0.5031260976466456,7.658868984896382,0.0,-102.83333333333333,1,48,1
Line segment,Chord (geometry),-1198,162896,0,272,33215,45,3,914,1,-0.0360680415474936,4.904290230317628,0.0,90.66666666666667,1,51,1
Line segment,Transformation (function),3761694,125248198,0,3251,1704404,1126,78,-847,0,2.2070436351944727,73.48504110527786,0.0,41.67948717948718,0,16,1
Line (geometry),Line segment,-12746,-389319,0,0,25623,57,27,922,1,-0.497443702923155,-15.19412246809507,0.0,0.0,1,51,1
Line segment,Focus (geometry),-947907,-47823714,0,223,186953,161,15,752,0,-5.070295742780271,-255.80607960289484,0.0,14.866666666666667,0,48,1
Line segment,Spherical law of cosines,-55845,-15991088,0,841,277108,113,8,657,0,-0.20152792413066387,-57.707060063224446,0.0,105.125,0,46,1
Line segment,Polygon,-33055,-1585882,0,47,7592,7,1,941,0,-4.353925184404637,-208.88856691253952,0.0,47.0,0,51,1
Line segment,Law of sines,-55845,-15991088,0,841,277108,113,8,657,0,-0.20152792413066387,-57.707060063224446,0.0,105.125,0,46,1
Point (geometry),Line segment,717253,39878307,0,4691,954694,2199,223,57,1,0.7512909895736225,41.77077367198285,0.0,21.03587443946188,1,34,1
Line segment,Semi-minor axis,-194874,-9648289,0,0,29419,7,1,918,0,-6.624086474727217,-327.9611475577008,0.0,0.0,0,51,1
Line segment,Edge,-44992,-2316395,0,0,26572,41,1,921,1,-1.6932108986903507,-87.1742811982538,0.0,0.0,1,51,1
Geometry,Chord (geometry),-66,-7283,0,0,70,1,1,33,1,-0.9428571428571428,-104.04285714285714,0.0,0.0,1,33,1
Geometry,Area,-17136,-1008413,0,110,12495,41,1,-322,1,-1.3714285714285714,-80.70532212885153,0.0,110.0,1,26,1
Geometry,Pythagorean theorem,958,37764,0,504,840,4,1,11,1,1.1404761904761904,44.957142857142856,0.0,504.0,1,33,1
Geometry,Coordinate system,-3763,-187849,0,-43,910,5,1,9,1,-4.135164835164836,-206.42747252747253,0.0,-43.0,1,33,1
Geometry,Hyperbola,-41701,-2096208,0,0,5845,1,1,-132,1,-7.134473909324209,-358.63267750213856,0.0,0.0,1,30,1
Geometry,Closed set,5624,342772,0,-301,8995,16,1,-222,0,0.6252362423568649,38.106948304613674,0.0,-301.0,0,28,1
Geometry,Euclidean vector,-49544,-2496982,0,119,12530,16,1,-323,1,-3.9540303272146846,-199.2802873104549,0.0,119.0,1,26,1
Geometry,Line (geometry),1198,-162896,0,-272,33215,45,3,-914,1,0.0360680415474936,-4.904290230317628,0.0,-90.66666666666667,1,14,1
Geometry,Cylinder (geometry),90,-4145,0,0,350,1,1,25,1,0.2571428571428571,-11.842857142857143,0.0,0.0,1,33,1
Geometry,Analytic geometry,212,11146,0,9,35,1,1,34,1,6.057142857142857,318.45714285714286,0.0,9.0,1,33,1
Geometry,Origin (mathematics),-9725,-524680,0,0,6825,17,1,-160,1,-1.424908424908425,-76.87619047619047,0.0,0.0,1,29,1
Geometry,Rotation (mathematics),-7729,-402977,0,0,1330,1,1,-3,1,-5.811278195488722,-302.99022556390975,0.0,0.0,1,32,1
Geometry,Real line,1198,-162896,0,-272,33215,45,3,-914,0,0.0360680415474936,-4.904290230317628,0.0,-90.66666666666667,1,14,0
Geometry,Vector field,-49544,-2496982,0,119,12530,16,1,-323,0,-3.9540303272146846,-199.2802873104549,0.0,119.0,1,26,0
Geometry,Geometric series,-4382,-198086,0,0,490,4,1,21,1,-8.942857142857143,-404.25714285714287,0.0,0.0,1,33,1
Geometry,Focus (geometry),-34711,-1797598,0,-97,6895,1,1,-162,1,-5.034227701232777,-260.7103698332125,0.0,-97.0,1,29,1
Mathematics,Geometry,4184,184532,0,-467,2730,8,3,43,1,1.5326007326007327,67.59413919413919,0.0,-155.66666666666666,1,33,1
Geometry,Orientation (geometry),-482,-24996,0,0,140,2,1,31,1,-3.442857142857143,-178.54285714285714,0.0,0.0,1,33,1
Geometry,Distance,6292,82291,0,-221,14560,41,3,-381,0,0.43214285714285716,5.651854395604396,0.0,-73.66666666666667,0,25,1
Geometry,Cone,-507,-26561,0,0,315,2,1,26,0,-1.6095238095238096,-84.32063492063492,0.0,0.0,0,33,1
Geometry,Vector (mathematics and physics),-4184,-184532,0,467,2730,8,3,-43,0,-1.5326007326007327,-67.59413919413919,0.0,155.66666666666666,1,32,0
Geometry,Trigonometry,-556,-97653,0,0,1295,3,1,-2,1,-0.42934362934362935,-75.40772200772201,0.0,0.0,1,32,1
Geometry,Plane (geometry),-21518,-1153719,0,-448,10535,58,8,-266,1,-2.042524916943522,-109.51295681063122,0.0,-56.0,1,27,1
Geometry,Graph (mathematics),-4184,-184532,0,467,2730,8,3,-43,1,-1.5326007326007327,-67.59413919413919,0.0,155.66666666666666,1,32,1
Geometry,Length,111,-253107,0,64,9905,15,2,-248,1,0.011206461383139828,-25.553457849570925,0.0,32.0,1,28,1
Geometry,Complex plane,-21518,-1153719,0,-448,10535,58,8,-266,1,-2.042524916943522,-109.51295681063122,0.0,-56.0,1,27,1
Geometry,Right angle,-264,-25947,0,-50,280,1,1,27,1,-0.9428571428571428,-92.66785714285714,0.0,-50.0,1,33,1
Geometry,Angle,-264,-25947,0,-50,280,1,1,27,1,-0.9428571428571428,-92.66785714285714,0.0,-50.0,1,33,1
Geometry,Point (geometry),-25183,-1643429,0,-464,35210,128,9,-971,1,-0.715222948026129,-46.67506390230048,0.0,-51.55555555555556,1,13,1
Equation,Zero of a function,-148280,-11724388,0,-899,71840,13,3,-1756,0,-2.064031180400891,-163.20139198218263,0.0,-299.6666666666667,0,0,1
Equation,Fundamental theorem of algebra,-100,-40130,0,0,400,1,1,30,0,-0.25,-100.325,0.0,0.0,1,33,0
Equation,Pythagorean theorem,-3040,-179352,0,0,960,1,1,16,0,-3.1666666666666665,-186.825,0.0,0.0,0,33,1
Equation,Function (mathematics),-18220,-934054,0,0,3120,7,1,-38,0,-5.839743589743589,-299.37628205128203,0.0,0.0,1,32,0
Equation,Quadratic equation,-347360,-18790644,0,389,66720,304,40,-1628,1,-5.206235011990407,-281.63435251798563,0.0,9.725,1,0,1
Equation,Integer,-14360,-777788,0,0,4640,6,1,-76,0,-3.0948275862068964,-167.62672413793103,0.0,0.0,0,31,1
Equation,Real number,-12120,-625336,0,-181,6080,29,2,-112,0,-1.993421052631579,-102.85131578947369,0.0,-90.5,0,30,1
Equation,Equation solving,-347360,-18790644,0,389,66720,304,40,-1628,1,-5.206235011990407,-281.63435251798563,0.0,9.725,1,0,1
Equation,Analytic geometry,-6030,-324495,0,0,1400,1,1,5,0,-4.307142857142857,-231.78214285714284,0.0,0.0,0,33,1
Equation,System of linear equations,-162130,-8984617,0,40,37960,22,4,-909,1,-4.271074815595363,-236.68643308746047,0.0,10.0,1,14,1
Equation,Geometry,-6030,-324495,0,0,1400,1,1,5,0,-4.307142857142857,-231.78214285714284,0.0,0.0,0,33,1
Equation,Linear equation,-162130,-8984617,0,40,37960,22,4,-909,1,-4.271074815595363,-236.68643308746047,0.0,10.0,1,14,1
Equation,Cartesian coordinate system,-8780,-455738,0,0,1040,1,1,14,0,-8.442307692307692,-438.2096153846154,0.0,0.0,0,33,1
Equation,Differential equation,-347360,-18790644,0,389,66720,304,40,-1628,1,-5.206235011990407,-281.63435251798563,0.0,9.725,1,0,1
Equation,Number,-12120,-625336,0,-181,6080,29,2,-112,0,-1.993421052631579,-102.85131578947369,0.0,-90.5,0,30,1
Equation,Division (mathematics),-18220,-934054,0,0,3120,7,1,-38,0,-5.839743589743589,-299.37628205128203,0.0,0.0,1,32,0
Equation,Domain of a function,-40,-5132,0,0,160,1,1,36,0,-0.25,-32.075,0.0,0.0,0,33,1
Equation,Subtraction,-6240,-347896,0,0,1280,1,1,8,0,-4.875,-271.79375,0.0,0.0,0,33,1
Equation,Simultaneous equations,-347360,-18790644,0,389,66720,304,40,-1628,1,-5.206235011990407,-281.63435251798563,0.0,9.725,1,0,1
Equation,Algebraic equation,-347360,-18790644,0,389,66720,304,40,-1628,1,-5.206235011990407,-281.63435251798563,0.0,9.725,1,0,1
Equation,Parametric equation,-347360,-18790644,0,389,66720,304,40,-1628,1,-5.206235011990407,-281.63435251798563,0.0,9.725,1,0,1
Equality (mathematics),Equation,18220,934054,0,0,3120,7,1,38,1,5.839743589743589,299.37628205128203,0.0,0.0,1,33,1
Equation,Algebraic expression,-33880,-1873656,0,0,12480,26,1,-272,0,-2.71474358974359,-150.1326923076923,0.0,0.0,0,27,1
Equation,Degree of a polynomial,60,2334,0,0,80,1,1,38,0,0.75,29.175,0.0,0.0,0,33,1
Equation,Inequality (mathematics),-18220,-934054,0,0,3120,7,1,-38,1,-5.839743589743589,-299.37628205128203,0.0,0.0,1,32,1
Equation,Rational number,500,57474,0,0,880,8,1,18,0,0.5681818181818182,65.31136363636364,0.0,0.0,0,33,1
Curve,Circle,2432,105599,0,0,632,1,1,-71,1,3.848101265822785,167.0870253164557,0.0,0.0,1,31,1
Curve,Secant line,22616,1167373,0,0,7592,4,1,-941,1,2.9789251844046363,153.76356691253952,0.0,0.0,1,14,1
Curve,Ellipse,-5336,-251747,0,0,1320,1,1,-157,1,-4.042424242424242,-190.71742424242424,0.0,0.0,1,29,1
Curve,Sine wave,6488,224388,0,0,2336,1,1,-284,1,2.7773972602739727,96.05650684931507,0.0,0.0,1,27,1
Curve,Plane curve,2168,118365,0,0,2408,18,8,-293,1,0.9003322259136213,49.154900332225914,0.0,0.0,1,27,1
Curve,Asymptote,2632,84730,0,0,1424,1,1,-170,1,1.848314606741573,59.50140449438202,0.0,0.0,0,29,0
Curve,Conic section,-1520,-70492,0,0,352,1,1,-36,1,-4.318181818181818,-200.26136363636363,0.0,0.0,0,32,0
Line (geometry),Curve,-22616,-1167373,0,0,7592,4,1,941,1,-2.9789251844046363,-153.76356691253952,0.0,0.0,1,51,1
Transformation (function),Circle,-189822,-8535966,0,-1153,141884,290,35,1717,0,-1.3378675537763243,-60.161582701361674,0.0,-32.94285714285714,0,63,1
Transformation (function),Geometry,-141002,-4310986,0,61,62860,26,1,1761,0,-2.2431116767419663,-68.58075087496023,0.0,61.0,0,63,1
Transformation (function),Coordinate system,-297840,-12841784,0,0,46696,1,1,1770,0,-6.378276511906801,-275.00822340243275,0.0,0.0,0,63,1
Transformation (function),Hyperbola,-2812638,-128134978,0,52,299932,52,8,1629,0,-9.377585586066175,-427.2134283770988,0.0,6.5,0,63,1
Transformation (function),Function composition,-1007620,-46854596,0,-527,251440,394,43,1656,1,-4.0073973910276806,-186.34503658924595,0.0,-12.255813953488373,0,63,0
Function (mathematics),Transformation (function),528932,19076468,0,-28,140088,96,4,-1718,1,3.775712409342699,136.17489006909943,0.0,-7.0,1,0,1
Transformation (function),Set (mathematics),-528932,-19076468,0,28,140088,96,4,1718,0,-3.775712409342699,-136.17489006909943,0.0,7.0,0,63,1
Real line,Distance,156364,4167397,0,329,394784,578,40,533,0,0.39607481559536356,10.556144625922023,0.0,8.225,1,43,0
Line (geometry),Real line,102852,6210736,0,-33,17082,70,18,931,1,6.021074815595363,363.5836553096827,0.0,-1.8333333333333333,1,51,1
Real line,Graph of a function,3761694,125248198,0,3251,1704404,1126,78,-847,0,2.2070436351944727,73.48504110527786,0.0,41.67948717948718,0,16,1
Real number,Real line,-328547,-19305448,0,1282,144248,183,19,-797,1,-2.2776537629637845,-133.8351172979868,0.0,67.47368421052632,0,17,0
Slope,Sine,-74901,-6370520,0,0,50516,19,1,-119,0,-1.4827183466624436,-126.1089555784306,0.0,0.0,0,30,1
Slope,Analytic geometry,-7976,-384478,0,0,6055,1,1,138,0,-1.3172584640792733,-63.49760528488852,0.0,0.0,0,35,1
